url,entityID
"videogame/www.metacritic.com/psx_startrekinvasion.html",Star Trek: Invasion
"videogame/www.metacritic.com/xbox360_soulcalibur4.html",Soulcalibur IV
"videogame/www.metacritic.com/xbox360_tetrissplash.html",Tetris Splash
"videogame/www.metacritic.com/xbox360_mutantstormempire.html",Mutant Storm Empire
"videogame/www.metacritic.com/psx_highheatbaseball2002.html",High Heat Baseball 2002
"videogame/www.metacritic.com/xbox360_bioniccommandorearmed.html",Bionic Commando Rearmed
"videogame/www.metacritic.com/xbox360_bankshotbilliards2.html",Bankshot Billiards 2
"videogame/www.metacritic.com/xbox360_goldencompass.html","Golden Compass, The"
"videogame/www.metacritic.com/xbox360_blazingangelssquadronsofww2.html",Blazing Angels: Squadrons of WWII
"videogame/www.metacritic.com/xbox360_stranglehold.html",Stranglehold
"videogame/www.metacritic.com/psx_creatures.html",Creatures
"videogame/www.metacritic.com/psx_legacyofkainsoulreaver.html",Legacy of Kain: Soul Reaver
"videogame/www.metacritic.com/xbox360_bulletwitch.html",Bullet Witch
"videogame/www.metacritic.com/psx_freestylemotocrossmcgrathpastrana.html",Freestyle Motocross: McGrath vs. Pastrana
"videogame/www.metacritic.com/xbox360_rootbeertapper.html",Root Beer Tapper
"videogame/www.metacritic.com/psx_armymenwwlsa.html","Army Men: World War - Land, Sea, Air"
"videogame/www.metacritic.com/psx_worlddestructionleaguethunder.html",World Destruction League: Thunder Tanks
"videogame/www.metacritic.com/xbox360_sneakking.html",Sneak King
"videogame/www.metacritic.com/psx_streetfighteralpha3.html",Street Fighter Alpha 3
"videogame/www.metacritic.com/xbox360_shreknroll.html",Shrek-N-Roll
"videogame/www.metacritic.com/psx_snocrosschampracing.html",Sno-Cross Championship Racing
"videogame/www.metacritic.com/xbox360_csicrimesceneinvestigationhardevidence.html",CSI: Crime Scene Investigation: Hard Evidence
"videogame/www.metacritic.com/xbox360_metalslug3.html",Metal Slug 3
"videogame/www.metacritic.com/xbox360_smashtv.html",Smash TV
"videogame/www.metacritic.com/psx_tombraider.html",Tomb Raider
"videogame/www.metacritic.com/psx_nascarheat.html",NASCAR Heat
"videogame/www.metacritic.com/xbox360_tomclancysrainbowsixvegas.html",Tom Clancy's Rainbow Six Vegas
"videogame/www.metacritic.com/xbox360_nba2k8.html",NBA 2K8
"videogame/www.metacritic.com/psx_weakestlink.html","Weakest Link, The"
"videogame/www.metacritic.com/xbox360_guitarhero3legendsofrock.html",Guitar Hero III: Legends of Rock
"videogame/www.metacritic.com/xbox360_legostarwars2theoriginaltrilogy.html",LEGO Star Wars II: The Original Trilogy
"videogame/www.metacritic.com/psx_nflgameday2003.html",NFL GameDay 2003
"videogame/www.metacritic.com/xbox360_guitarhero2.html",Guitar Hero II
"videogame/www.metacritic.com/psx_harrypotterandthesorcerersstone.html",Harry Potter and the Sorcerer's Stone
"videogame/www.metacritic.com/psx_silenthill.html",Silent Hill
"videogame/www.metacritic.com/xbox360_darkmessiahofmightandmagicelements.html",Dark Messiah of Might and Magic: Elements
"videogame/www.metacritic.com/xbox360_acecombat6firesofliberation.html",Ace Combat 6: Fires of Liberation
"videogame/www.metacritic.com/psx_torenkolasthope.html",Torenko: The Last Hope
"videogame/www.metacritic.com/xbox360_bigbumpin.html",Big Bumpin'
"videogame/www.metacritic.com/psx_strider2.html",Strider 2
"videogame/www.metacritic.com/psx_mtvsportspureride.html",MTV Sports Pure Ride
"videogame/www.metacritic.com/xbox360_blacksitearea51.html",BlackSite: Area 51
"videogame/www.metacritic.com/xbox360_earthdefenseforce2017.html",Earth Defense Force 2017
