url,entityID
finance/quotes.stocknod.com/sfa.html,SFA
finance/quotes.stocknod.com/may.html,MAY
finance/quotes.stocknod.com/vrts.html,VRTS
finance/quotes.stocknod.com/sbl.html,SBL
finance/quotes.stocknod.com/kde.html,KDE
finance/quotes.stocknod.com/coke.html,COKE
finance/quotes.stocknod.com/onvi.html,ONVI
finance/quotes.stocknod.com/ec.html,EC
finance/quotes.stocknod.com/bsy.html,BSY
finance/quotes.stocknod.com/zigo.html,ZIGO
finance/quotes.stocknod.com/keyn.html,KEYN
finance/quotes.stocknod.com/mstr.html,MSTR
finance/quotes.stocknod.com/ahc.html,AHC
finance/quotes.stocknod.com/del.html,DEL
finance/quotes.stocknod.com/kei.html,KEI
finance/quotes.stocknod.com/bbh.html,BBH
finance/quotes.stocknod.com/via.html,VIA
finance/quotes.stocknod.com/ksws.html,KSWS
finance/quotes.stocknod.com/ccu.html,CCU
finance/quotes.stocknod.com/enz.html,ENZ
finance/quotes.stocknod.com/osis.html,OSIS
finance/quotes.stocknod.com/newp.html,NEWP
finance/quotes.stocknod.com/insp.html,INSP
finance/quotes.stocknod.com/mso.html,MSO
finance/quotes.stocknod.com/wwe.html,WWE
finance/quotes.stocknod.com/usm.html,USM
finance/quotes.stocknod.com/pzza.html,PZZA
finance/quotes.stocknod.com/advs.html,ADVS
finance/quotes.stocknod.com/icge.html,ICGE
finance/quotes.stocknod.com/elon.html,ELON
finance/quotes.stocknod.com/kyo.html,KYO
finance/quotes.stocknod.com/mgg.html,MGG
finance/quotes.stocknod.com/cmvt.html,CMVT
finance/quotes.stocknod.com/n.html,N
finance/quotes.stocknod.com/uvv.html,UVV
finance/quotes.stocknod.com/g.html,G
finance/quotes.stocknod.com/qlti.html,QLTI
finance/quotes.stocknod.com/dlx.html,DLX
finance/quotes.stocknod.com/bgg.html,BGG
finance/quotes.stocknod.com/dnb.html,DNB
finance/quotes.stocknod.com/gra.html,GRA
finance/quotes.stocknod.com/tm.html,TM
finance/quotes.stocknod.com/am.html,AM
finance/quotes.stocknod.com/skx.html,SKX
finance/quotes.stocknod.com/mdp.html,MDP
finance/quotes.stocknod.com/acv.html,ACV
finance/quotes.stocknod.com/tbl.html,TBL
finance/quotes.stocknod.com/regn.html,REGN
finance/quotes.stocknod.com/kkd.html,KKD
finance/quotes.stocknod.com/cr.html,CR
finance/quotes.stocknod.com/ava.html,AVA
finance/quotes.stocknod.com/tnb.html,TNB
finance/quotes.stocknod.com/mil.html,MIL
finance/quotes.stocknod.com/sne.html,SNE
finance/quotes.stocknod.com/aria.html,ARIA
